source_kind,shape_threshold,scenario,source_log,source_event_index,track_id,frame_id,timestamp,label,archetype,resolution_status,action,reason,yaw_source,yaw_ambiguous,scale_source,descriptor_build_us,schedule_us,effective_create_us,descriptor_bytes,packet_bytes,triangles,parts
synthetic,0.05,static_tower,,,static_tower_01,0,2026-07-02T12:00:00Z,tower,tower,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,145.0,1.5,47.7,4096,2585,90,4
synthetic,0.05,static_tower,,,static_tower_01,1,2026-07-02T12:00:01Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,96.9,8.6,0.0,4102,915,90,4
synthetic,0.05,static_tower,,,static_tower_01,2,2026-07-02T12:00:02Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,90.6,5.1,0.0,4102,915,90,4
synthetic,0.05,static_tower,,,static_tower_01,3,2026-07-02T12:00:03Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,85.6,3.9,0.0,4102,915,90,4
synthetic,0.05,static_tower,,,static_tower_01,4,2026-07-02T12:00:04Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,86.9,3.4,0.0,4102,915,90,4
synthetic,0.05,static_tower,,,static_tower_01,5,2026-07-02T12:00:05Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,83.7,3.6,0.0,4102,915,90,4
synthetic,0.05,static_tower,,,static_tower_01,6,2026-07-02T12:00:06Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,83.5,3.4,0.0,4102,915,90,4
synthetic,0.05,static_tower,,,static_tower_01,7,2026-07-02T12:00:07Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,81.5,3.3,0.0,4102,915,90,4
synthetic,0.05,static_tower,,,static_tower_01,8,2026-07-02T12:00:08Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,80.7,3.2,0.0,4102,915,90,4
synthetic,0.05,static_tower,,,static_tower_01,9,2026-07-02T12:00:09Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,82.6,3.3,0.0,4102,915,90,4
synthetic,0.05,moving_car,,,moving_car_01,0,2026-07-02T12:01:00Z,car,car,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,219.6,0.9,243.4,6100,4628,864,12
synthetic,0.05,moving_car,,,moving_car_01,1,2026-07-02T12:01:01Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,188.6,5.3,0.0,6123,906,864,12
synthetic,0.05,moving_car,,,moving_car_01,2,2026-07-02T12:01:02Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,185.0,3.9,0.0,6118,903,864,12
synthetic,0.05,moving_car,,,moving_car_01,3,2026-07-02T12:01:03Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,180.5,3.5,0.0,6151,920,864,12
synthetic,0.05,moving_car,,,moving_car_01,4,2026-07-02T12:01:04Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,176.8,3.3,0.0,6118,903,864,12
synthetic,0.05,moving_car,,,moving_car_01,5,2026-07-02T12:01:05Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,180.9,3.4,0.0,6123,906,864,12
synthetic,0.05,moving_car,,,moving_car_01,6,2026-07-02T12:01:06Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,179.1,3.5,0.0,6190,946,864,12
synthetic,0.05,moving_car,,,moving_car_01,7,2026-07-02T12:01:07Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,187.6,3.4,0.0,6162,932,864,12
synthetic,0.05,moving_car,,,moving_car_01,8,2026-07-02T12:01:08Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,178.7,3.1,0.0,6160,931,864,12
synthetic,0.05,moving_car,,,moving_car_01,9,2026-07-02T12:01:09Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,179.8,3.3,0.0,6190,946,864,12
synthetic,0.05,moving_car,,,moving_car_01,10,2026-07-02T12:01:10Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,194.6,3.7,0.0,6161,932,864,12
synthetic,0.05,moving_car,,,moving_car_01,11,2026-07-02T12:01:11Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,183.0,3.3,0.0,6163,933,864,12
synthetic,0.05,truck_scale_change,,,truck_scale_01,0,2026-07-02T12:02:00Z,truck,truck,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,309.7,0.9,471.7,8062,6564,1668,19
synthetic,0.05,truck_scale_change,,,truck_scale_01,1,2026-07-02T12:02:01Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,295.0,4.2,0.0,8100,925,1668,19
synthetic,0.05,truck_scale_change,,,truck_scale_01,2,2026-07-02T12:02:02Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.05,track_velocity,False,metric_dims_input,301.4,3.1,0.0,8045,1335,1668,19
synthetic,0.05,truck_scale_change,,,truck_scale_01,3,2026-07-02T12:02:03Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,285.6,3.8,0.0,8100,925,1668,19
synthetic,0.05,truck_scale_change,,,truck_scale_01,4,2026-07-02T12:02:04Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.05,track_velocity,False,metric_dims_input,288.0,2.9,0.0,8090,1365,1668,19
synthetic,0.05,truck_scale_change,,,truck_scale_01,5,2026-07-02T12:02:05Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,286.2,4.1,0.0,8093,924,1668,19
synthetic,0.05,truck_scale_change,,,truck_scale_01,6,2026-07-02T12:02:06Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.05,track_velocity,False,metric_dims_input,289.0,2.8,0.0,8087,1363,1668,19
synthetic,0.05,truck_scale_change,,,truck_scale_01,7,2026-07-02T12:02:07Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,297.2,4.3,0.0,8097,925,1668,19
synthetic,0.05,truck_scale_change,,,truck_scale_01,8,2026-07-02T12:02:08Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.05,track_velocity,False,metric_dims_input,290.5,3.0,0.0,8073,1363,1668,19
synthetic,0.05,truck_scale_change,,,truck_scale_01,9,2026-07-02T12:02:09Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,287.9,4.3,0.0,8055,925,1668,19
synthetic,0.05,truck_scale_change,,,truck_scale_01,10,2026-07-02T12:02:10Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.05,track_velocity,False,metric_dims_input,287.8,2.6,0.0,8084,1361,1668,19
synthetic,0.05,truck_scale_change,,,truck_scale_01,11,2026-07-02T12:02:11Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,301.8,4.0,0.0,8098,926,1668,19
synthetic,0.05,class_change,,,class_change_01,0,2026-07-02T12:03:00Z,car,car,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,203.2,1.1,226.5,6145,4659,864,12
synthetic,0.05,class_change,,,class_change_01,1,2026-07-02T12:03:01Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,187.4,3.9,0.0,6121,907,864,12
synthetic,0.05,class_change,,,class_change_01,2,2026-07-02T12:03:02Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,184.1,3.5,0.0,6163,907,864,12
synthetic,0.05,class_change,,,class_change_01,3,2026-07-02T12:03:03Z,truck,truck,exact_class,regenerate_topology,archetype_change,track_velocity,False,metric_dims_input,300.6,1.2,455.3,8061,6566,1668,19
synthetic,0.05,class_change,,,class_change_01,4,2026-07-02T12:03:04Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,291.5,4.2,0.0,8073,909,1668,19
synthetic,0.05,class_change,,,class_change_01,5,2026-07-02T12:03:05Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,290.1,3.7,0.0,8076,909,1668,19
synthetic,0.1,static_tower,,,static_tower_01,0,2026-07-02T12:00:00Z,tower,tower,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,100.2,0.9,37.1,4094,2584,90,4
synthetic,0.1,static_tower,,,static_tower_01,1,2026-07-02T12:00:01Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,93.0,4.1,0.0,4101,914,90,4
synthetic,0.1,static_tower,,,static_tower_01,2,2026-07-02T12:00:02Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,88.4,3.6,0.0,4101,914,90,4
synthetic,0.1,static_tower,,,static_tower_01,3,2026-07-02T12:00:03Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,89.5,3.8,0.0,4101,914,90,4
synthetic,0.1,static_tower,,,static_tower_01,4,2026-07-02T12:00:04Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,86.3,3.4,0.0,4101,914,90,4
synthetic,0.1,static_tower,,,static_tower_01,5,2026-07-02T12:00:05Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,87.0,3.3,0.0,4101,914,90,4
synthetic,0.1,static_tower,,,static_tower_01,6,2026-07-02T12:00:06Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,83.0,3.4,0.0,4101,914,90,4
synthetic,0.1,static_tower,,,static_tower_01,7,2026-07-02T12:00:07Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,85.6,3.6,0.0,4101,914,90,4
synthetic,0.1,static_tower,,,static_tower_01,8,2026-07-02T12:00:08Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,109.0,3.4,0.0,4101,914,90,4
synthetic,0.1,static_tower,,,static_tower_01,9,2026-07-02T12:00:09Z,tower,tower,exact_class,no_op,descriptor_equivalent_under_policy,mask_pca_axial,True,metric_dims_input,83.6,3.4,0.0,4101,914,90,4
synthetic,0.1,moving_car,,,moving_car_01,0,2026-07-02T12:01:00Z,car,car,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,211.3,1.1,241.6,6099,4627,864,12
synthetic,0.1,moving_car,,,moving_car_01,1,2026-07-02T12:01:01Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,231.4,5.7,0.0,6122,905,864,12
synthetic,0.1,moving_car,,,moving_car_01,2,2026-07-02T12:01:02Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,193.6,4.4,0.0,6117,902,864,12
synthetic,0.1,moving_car,,,moving_car_01,3,2026-07-02T12:01:03Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,187.8,4.1,0.0,6150,919,864,12
synthetic,0.1,moving_car,,,moving_car_01,4,2026-07-02T12:01:04Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,180.8,3.7,0.0,6117,902,864,12
synthetic,0.1,moving_car,,,moving_car_01,5,2026-07-02T12:01:05Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,181.1,3.6,0.0,6122,905,864,12
synthetic,0.1,moving_car,,,moving_car_01,6,2026-07-02T12:01:06Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,180.2,3.4,0.0,6189,945,864,12
synthetic,0.1,moving_car,,,moving_car_01,7,2026-07-02T12:01:07Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,177.9,3.4,0.0,6161,931,864,12
synthetic,0.1,moving_car,,,moving_car_01,8,2026-07-02T12:01:08Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,184.1,3.4,0.0,6159,930,864,12
synthetic,0.1,moving_car,,,moving_car_01,9,2026-07-02T12:01:09Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,179.6,3.5,0.0,6189,945,864,12
synthetic,0.1,moving_car,,,moving_car_01,10,2026-07-02T12:01:10Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,179.6,3.3,0.0,6160,931,864,12
synthetic,0.1,moving_car,,,moving_car_01,11,2026-07-02T12:01:11Z,car,car,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,180.5,3.9,0.0,6162,932,864,12
synthetic,0.1,truck_scale_change,,,truck_scale_01,0,2026-07-02T12:02:00Z,truck,truck,exact_class,create,first_descriptor_for_track,mask_pca_axial,True,metric_dims_input,305.7,1.0,472.7,8061,6563,1668,19
synthetic,0.1,truck_scale_change,,,truck_scale_01,1,2026-07-02T12:02:01Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,294.3,4.9,0.0,8099,924,1668,19
synthetic,0.1,truck_scale_change,,,truck_scale_01,2,2026-07-02T12:02:02Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,300.5,4.2,0.0,8054,924,1668,19
synthetic,0.1,truck_scale_change,,,truck_scale_01,3,2026-07-02T12:02:03Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.10,track_velocity,False,metric_dims_input,295.7,3.3,0.0,8089,1364,1668,19
synthetic,0.1,truck_scale_change,,,truck_scale_01,4,2026-07-02T12:02:04Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,303.0,4.7,0.0,8099,924,1668,19
synthetic,0.1,truck_scale_change,,,truck_scale_01,5,2026-07-02T12:02:05Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,312.8,4.1,0.0,8092,923,1668,19
synthetic,0.1,truck_scale_change,,,truck_scale_01,6,2026-07-02T12:02:06Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,296.5,3.7,0.0,8096,924,1668,19
synthetic,0.1,truck_scale_change,,,truck_scale_01,7,2026-07-02T12:02:07Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.10,track_velocity,False,metric_dims_input,291.5,2.8,0.0,8086,1362,1668,19
synthetic,0.1,truck_scale_change,,,truck_scale_01,8,2026-07-02T12:02:08Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,289.8,3.8,0.0,8082,924,1668,19
synthetic,0.1,truck_scale_change,,,truck_scale_01,9,2026-07-02T12:02:09Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,296.0,4.0,0.0,8054,924,1668,19
synthetic,0.1,truck_scale_change,,,truck_scale_01,10,2026-07-02T12:02:10Z,truck,truck,exact_class,pose_update,pose_yaw_or_confidence_bucket_change,track_velocity,False,metric_dims_input,292.3,3.9,0.0,8093,924,1668,19
synthetic,0.1,truck_scale_change,,,truck_scale_01,11,2026-07-02T12:02:11Z,truck,truck,exact_class,shape_param_update,shape_ratio_ge_0.10,track_velocity,False,metric_dims_input,297.4,2.8,0.0,8087,1363,1668,19
